https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENS,Volume USD
1757556000000,2025-09-11 02:00:00,ENS/USD,23.27,23.977,23.27,23.977,0.938604,22.504908108
1757552400000,2025-09-11 01:00:00,ENS/USD,23.27,23.27,23.27,23.27,0.0,0.0
1757548800000,2025-09-11 00:00:00,ENS/USD,23.686,23.686,23.27,23.27,2.095689,48.76668303
1757545200000,2025-09-10 23:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757541600000,2025-09-10 22:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757538000000,2025-09-10 21:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757534400000,2025-09-10 20:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757530800000,2025-09-10 19:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757527200000,2025-09-10 18:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757523600000,2025-09-10 17:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757520000000,2025-09-10 16:00:00,ENS/USD,23.686,23.686,23.686,23.686,0.0,0.0
1757516400000,2025-09-10 15:00:00,ENS/USD,23.803,23.803,23.686,23.686,0.205868,4.876189448
1757512800000,2025-09-10 14:00:00,ENS/USD,23.516,23.904,23.516,23.803,22.226908,529.0670911240001
1757509200000,2025-09-10 13:00:00,ENS/USD,23.326,23.516,23.326,23.516,8.459107,198.92436021199998
1757505600000,2025-09-10 12:00:00,ENS/USD,22.989,23.326,22.989,23.326,2.14353,49.99998078
1757502000000,2025-09-10 11:00:00,ENS/USD,22.989,22.989,22.989,22.989,0.0,0.0
1757498400000,2025-09-10 10:00:00,ENS/USD,22.989,22.989,22.989,22.989,0.0,0.0
1757494800000,2025-09-10 09:00:00,ENS/USD,22.989,22.989,22.989,22.989,0.0,0.0
1757491200000,2025-09-10 08:00:00,ENS/USD,22.989,22.989,22.989,22.989,0.0,0.0
1757487600000,2025-09-10 07:00:00,ENS/USD,22.989,22.989,22.989,22.989,0.0,0.0
1757484000000,2025-09-10 06:00:00,ENS/USD,23.194,23.194,22.989,22.989,0.21211,4.87619679
1757480400000,2025-09-10 05:00:00,ENS/USD,23.194,23.194,23.194,23.194,0.0,0.0
1757476800000,2025-09-10 04:00:00,ENS/USD,23.194,23.194,23.194,23.194,0.0,0.0
1757473200000,2025-09-10 03:00:00,ENS/USD,23.194,23.194,23.194,23.194,0.0,0.0
1757469600000,2025-09-10 02:00:00,ENS/USD,22.808,23.194,22.808,23.194,0.220505,5.11439297
1757466000000,2025-09-10 01:00:00,ENS/USD,22.808,22.808,22.808,22.808,0.0,0.0
1757462400000,2025-09-10 00:00:00,ENS/USD,22.808,22.808,22.808,22.808,0.0,0.0
1757458800000,2025-09-09 23:00:00,ENS/USD,22.808,22.808,22.808,22.808,0.0,0.0
1757455200000,2025-09-09 22:00:00,ENS/USD,22.92,22.92,22.808,22.808,8.631012,196.856121696
1757451600000,2025-09-09 21:00:00,ENS/USD,22.785,22.92,22.785,22.92,1.753978,40.201175760000005
1757448000000,2025-09-09 20:00:00,ENS/USD,22.785,22.785,22.785,22.785,0.0,0.0
1757444400000,2025-09-09 19:00:00,ENS/USD,22.785,22.785,22.785,22.785,0.0,0.0
1757440800000,2025-09-09 18:00:00,ENS/USD,22.785,22.785,22.785,22.785,0.0,0.0
1757437200000,2025-09-09 17:00:00,ENS/USD,22.705,22.785,22.705,22.785,4.415011,100.59602563499999
1757433600000,2025-09-09 16:00:00,ENS/USD,22.882,22.882,22.705,22.705,0.214756,4.87603498
1757430000000,2025-09-09 15:00:00,ENS/USD,22.882,22.947,22.882,22.882,0.676106,15.470657492
1757426400000,2025-09-09 14:00:00,ENS/USD,23.344,23.347,22.882,22.882,1.998478,45.729173596
1757422800000,2025-09-09 13:00:00,ENS/USD,23.344,23.344,23.344,23.344,0.0,0.0
1757419200000,2025-09-09 12:00:00,ENS/USD,23.402,23.557,23.344,23.344,4.692932,109.551804608
1757415600000,2025-09-09 11:00:00,ENS/USD,23.417,23.417,23.402,23.402,1.0,23.402
1757412000000,2025-09-09 10:00:00,ENS/USD,23.604,23.604,23.417,23.417,0.256225,6.000020825
1757408400000,2025-09-09 09:00:00,ENS/USD,23.679,23.679,23.604,23.604,4.22119,99.63696876
1757404800000,2025-09-09 08:00:00,ENS/USD,23.679,23.679,23.679,23.679,0.0,0.0
1757401200000,2025-09-09 07:00:00,ENS/USD,23.242,23.679,23.242,23.679,1.282398,30.365902241999997
1757397600000,2025-09-09 06:00:00,ENS/USD,23.034,23.242,23.034,23.242,0.209797,4.876101874000001
1757394000000,2025-09-09 05:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757390400000,2025-09-09 04:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757386800000,2025-09-09 03:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757383200000,2025-09-09 02:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757379600000,2025-09-09 01:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757376000000,2025-09-09 00:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757372400000,2025-09-08 23:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757368800000,2025-09-08 22:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757365200000,2025-09-08 21:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757361600000,2025-09-08 20:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757358000000,2025-09-08 19:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757354400000,2025-09-08 18:00:00,ENS/USD,23.034,23.034,23.034,23.034,0.0,0.0
1757350800000,2025-09-08 17:00:00,ENS/USD,23.18,23.18,23.034,23.034,0.260485,6.00001149
1757347200000,2025-09-08 16:00:00,ENS/USD,23.202,23.292,23.176,23.18,69.297777,1606.3224708599998
1757343600000,2025-09-08 15:00:00,ENS/USD,22.944,23.202,22.944,23.202,16.964449,393.60914569799996
1757340000000,2025-09-08 14:00:00,ENS/USD,22.982,22.982,22.944,22.944,1260.0,28909.44
1757336400000,2025-09-08 13:00:00,ENS/USD,22.954,22.982,22.954,22.982,1.060959,24.382959738
1757332800000,2025-09-08 12:00:00,ENS/USD,22.954,22.954,22.954,22.954,0.0,0.0
1757329200000,2025-09-08 11:00:00,ENS/USD,22.954,22.954,22.954,22.954,0.0,0.0
1757325600000,2025-09-08 10:00:00,ENS/USD,22.79,22.954,22.79,22.954,2.124525,48.766346850000005
1757322000000,2025-09-08 09:00:00,ENS/USD,22.489,22.79,22.489,22.79,24.13821,550.1098059
1757318400000,2025-09-08 08:00:00,ENS/USD,22.489,22.489,22.489,22.489,0.0,0.0
1757314800000,2025-09-08 07:00:00,ENS/USD,22.489,22.489,22.489,22.489,0.0,0.0
1757311200000,2025-09-08 06:00:00,ENS/USD,22.344,22.489,22.344,22.489,0.216826,4.876199914
1757307600000,2025-09-08 05:00:00,ENS/USD,22.344,22.344,22.344,22.344,0.0,0.0
1757304000000,2025-09-08 04:00:00,ENS/USD,22.344,22.344,22.344,22.344,0.0,0.0
1757300400000,2025-09-08 03:00:00,ENS/USD,22.344,22.344,22.344,22.344,0.0,0.0
1757296800000,2025-09-08 02:00:00,ENS/USD,22.344,22.344,22.344,22.344,0.0,0.0
1757293200000,2025-09-08 01:00:00,ENS/USD,22.344,22.344,22.344,22.344,0.0,0.0
1757289600000,2025-09-08 00:00:00,ENS/USD,22.089,22.344,22.089,22.344,40.01872,894.1782796800001
1757286000000,2025-09-07 23:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757282400000,2025-09-07 22:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757278800000,2025-09-07 21:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757275200000,2025-09-07 20:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757271600000,2025-09-07 19:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757268000000,2025-09-07 18:00:00,ENS/USD,22.089,22.089,22.089,22.089,0.0,0.0
1757264400000,2025-09-07 17:00:00,ENS/USD,22.302,22.302,22.089,22.089,9.454551,208.841577039
1757260800000,2025-09-07 16:00:00,ENS/USD,22.302,22.302,22.302,22.302,0.0,0.0
1757257200000,2025-09-07 15:00:00,ENS/USD,22.323,22.323,22.302,22.302,0.218636,4.876020072
1757253600000,2025-09-07 14:00:00,ENS/USD,22.336,22.336,22.323,22.323,40.01872,893.33788656
1757250000000,2025-09-07 13:00:00,ENS/USD,22.336,22.336,22.336,22.336,0.0,0.0
1757246400000,2025-09-07 12:00:00,ENS/USD,22.241,22.336,22.241,22.336,38.217038,853.615760768
1757242800000,2025-09-07 11:00:00,ENS/USD,22.241,22.241,22.241,22.241,0.0,0.0
1757239200000,2025-09-07 10:00:00,ENS/USD,22.241,22.241,22.241,22.241,0.0,0.0
1757235600000,2025-09-07 09:00:00,ENS/USD,22.241,22.241,22.241,22.241,0.0,0.0
1757232000000,2025-09-07 08:00:00,ENS/USD,22.241,22.241,22.241,22.241,0.0,0.0
1757228400000,2025-09-07 07:00:00,ENS/USD,22.241,22.241,22.241,22.241,0.0,0.0
1757224800000,2025-09-07 06:00:00,ENS/USD,22.042,22.241,22.042,22.241,0.219239,4.876094599
1757221200000,2025-09-07 05:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757217600000,2025-09-07 04:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757214000000,2025-09-07 03:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757210400000,2025-09-07 02:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757206800000,2025-09-07 01:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757203200000,2025-09-07 00:00:00,ENS/USD,22.042,22.042,22.042,22.042,0.0,0.0
1757199600000,2025-09-06 23:00:00,ENS/USD,22.113,22.113,22.042,22.042,2.212216,48.76166507200001
1757196000000,2025-09-06 22:00:00,ENS/USD,21.942,22.113,21.942,22.113,0.220505,4.876027065
1757192400000,2025-09-06 21:00:00,ENS/USD,21.942,21.942,21.942,21.942,0.0,0.0
1757188800000,2025-09-06 20:00:00,ENS/USD,22.131,22.131,21.942,21.942,4.7637,104.5251054
1757185200000,2025-09-06 19:00:00,ENS/USD,22.131,22.131,22.131,22.131,0.0,0.0
1757181600000,2025-09-06 18:00:00,ENS/USD,22.041,22.131,22.041,22.131,0.382991,8.475973821
1757178000000,2025-09-06 17:00:00,ENS/USD,22.087,22.087,22.041,22.041,13.164572,290.160331452
1757174400000,2025-09-06 16:00:00,ENS/USD,22.087,22.087,22.087,22.087,0.0,0.0
1757170800000,2025-09-06 15:00:00,ENS/USD,22.174,22.174,22.087,22.087,0.220772,4.876191164
1757167200000,2025-09-06 14:00:00,ENS/USD,22.174,22.174,22.174,22.174,0.0,0.0
1757163600000,2025-09-06 13:00:00,ENS/USD,22.191,22.191,22.174,22.174,24.233555,537.35484857
1757160000000,2025-09-06 12:00:00,ENS/USD,22.106,22.191,22.106,22.191,1.098781,24.383049171
1757156400000,2025-09-06 11:00:00,ENS/USD,22.255,22.255,22.106,22.106,50.0,1105.3000000000002
1757152800000,2025-09-06 10:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1757149200000,2025-09-06 09:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1757145600000,2025-09-06 08:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1757142000000,2025-09-06 07:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1757138400000,2025-09-06 06:00:00,ENS/USD,22.21,22.255,22.21,22.255,0.219103,4.876137265
1757134800000,2025-09-06 05:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757131200000,2025-09-06 04:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757127600000,2025-09-06 03:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757124000000,2025-09-06 02:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757120400000,2025-09-06 01:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757116800000,2025-09-06 00:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757113200000,2025-09-05 23:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757109600000,2025-09-05 22:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757106000000,2025-09-05 21:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757102400000,2025-09-05 20:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757098800000,2025-09-05 19:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757095200000,2025-09-05 18:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757091600000,2025-09-05 17:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757088000000,2025-09-05 16:00:00,ENS/USD,22.21,22.21,22.21,22.21,0.0,0.0
1757084400000,2025-09-05 15:00:00,ENS/USD,22.172,22.21,22.172,22.21,0.219542,4.87602782
1757080800000,2025-09-05 14:00:00,ENS/USD,22.832,22.832,22.172,22.172,0.465722,10.325988184000002
1757077200000,2025-09-05 13:00:00,ENS/USD,22.624,22.832,22.624,22.832,6.637022,151.536486304
1757073600000,2025-09-05 12:00:00,ENS/USD,22.624,22.624,22.624,22.624,0.0,0.0
1757070000000,2025-09-05 11:00:00,ENS/USD,22.624,22.624,22.624,22.624,0.0,0.0
1757066400000,2025-09-05 10:00:00,ENS/USD,22.624,22.624,22.624,22.624,0.0,0.0
1757062800000,2025-09-05 09:00:00,ENS/USD,22.624,22.624,22.624,22.624,0.0,0.0
1757059200000,2025-09-05 08:00:00,ENS/USD,22.624,22.624,22.624,22.624,0.0,0.0
1757055600000,2025-09-05 07:00:00,ENS/USD,22.216,22.624,22.216,22.624,0.461116,10.432288384
1757052000000,2025-09-05 06:00:00,ENS/USD,22.315,22.315,22.216,22.216,0.219483,4.876034328
1757048400000,2025-09-05 05:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757044800000,2025-09-05 04:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757041200000,2025-09-05 03:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757037600000,2025-09-05 02:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757034000000,2025-09-05 01:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757030400000,2025-09-05 00:00:00,ENS/USD,22.315,22.315,22.315,22.315,0.0,0.0
1757026800000,2025-09-04 23:00:00,ENS/USD,22.282,22.315,22.282,22.315,3.750975,83.703007125
1757023200000,2025-09-04 22:00:00,ENS/USD,21.975,22.282,21.975,22.282,17.282456,385.087684592
1757019600000,2025-09-04 21:00:00,ENS/USD,21.975,21.975,21.975,21.975,0.0,0.0
1757016000000,2025-09-04 20:00:00,ENS/USD,21.975,21.975,21.975,21.975,0.0,0.0
1757012400000,2025-09-04 19:00:00,ENS/USD,22.088,22.088,21.975,21.975,20.117948,442.0919073
1757008800000,2025-09-04 18:00:00,ENS/USD,22.088,22.088,22.088,22.088,0.0,0.0
1757005200000,2025-09-04 17:00:00,ENS/USD,22.088,22.088,22.088,22.088,0.0,0.0
1757001600000,2025-09-04 16:00:00,ENS/USD,22.088,22.088,22.088,22.088,0.0,0.0
1756998000000,2025-09-04 15:00:00,ENS/USD,22.244,22.244,22.088,22.088,67.868485,1499.0790966800002
1756994400000,2025-09-04 14:00:00,ENS/USD,22.561,22.561,22.244,22.244,0.482065,10.72305386
1756990800000,2025-09-04 13:00:00,ENS/USD,22.561,22.561,22.561,22.561,0.0,0.0
1756987200000,2025-09-04 12:00:00,ENS/USD,22.561,22.561,22.561,22.561,0.0,0.0
1756983600000,2025-09-04 11:00:00,ENS/USD,22.561,22.561,22.561,22.561,0.0,0.0
1756980000000,2025-09-04 10:00:00,ENS/USD,22.478,22.561,22.478,22.561,1.080747,24.382733066999997
1756976400000,2025-09-04 09:00:00,ENS/USD,22.478,22.478,22.478,22.478,0.0,0.0
1756972800000,2025-09-04 08:00:00,ENS/USD,22.478,22.478,22.478,22.478,0.0,0.0
1756969200000,2025-09-04 07:00:00,ENS/USD,22.478,22.478,22.478,22.478,0.0,0.0
1756965600000,2025-09-04 06:00:00,ENS/USD,22.543,22.543,22.478,22.478,0.216931,4.8761750180000005
1756962000000,2025-09-04 05:00:00,ENS/USD,22.717,22.717,22.543,22.543,1.081602,24.382553885999997
1756958400000,2025-09-04 04:00:00,ENS/USD,22.895,22.895,22.692,22.717,2.793064,63.450034888000005
1756954800000,2025-09-04 03:00:00,ENS/USD,22.895,22.895,22.895,22.895,0.0,0.0
1756951200000,2025-09-04 02:00:00,ENS/USD,22.895,22.895,22.895,22.895,0.0,0.0
1756947600000,2025-09-04 01:00:00,ENS/USD,22.988,22.988,22.895,22.895,3.963371,90.741379045
1756944000000,2025-09-04 00:00:00,ENS/USD,23.04,23.04,22.988,22.988,2.121414,48.767065032000005
1756940400000,2025-09-03 23:00:00,ENS/USD,23.04,23.04,23.04,23.04,0.0,0.0
1756936800000,2025-09-03 22:00:00,ENS/USD,23.104,23.104,23.04,23.04,12.531891,288.73476863999997
1756933200000,2025-09-03 21:00:00,ENS/USD,23.104,23.104,23.104,23.104,0.0,0.0
1756929600000,2025-09-03 20:00:00,ENS/USD,22.977,23.104,22.977,23.104,2.110687,48.765312447999996
1756926000000,2025-09-03 19:00:00,ENS/USD,23.05,23.05,22.977,22.977,5.093807,117.040403439
1756922400000,2025-09-03 18:00:00,ENS/USD,23.05,23.05,23.05,23.05,0.0,0.0
1756918800000,2025-09-03 17:00:00,ENS/USD,23.05,23.05,23.05,23.05,0.0,0.0
1756915200000,2025-09-03 16:00:00,ENS/USD,23.05,23.05,23.05,23.05,0.0,0.0
1756911600000,2025-09-03 15:00:00,ENS/USD,22.988,23.05,22.988,23.05,0.211545,4.87611225
1756908000000,2025-09-03 14:00:00,ENS/USD,22.636,22.988,22.636,22.988,1.060685,24.38302678
1756904400000,2025-09-03 13:00:00,ENS/USD,22.636,22.636,22.636,22.636,0.0,0.0
1756900800000,2025-09-03 12:00:00,ENS/USD,22.698,22.698,22.636,22.636,7.104864,160.825701504
1756897200000,2025-09-03 11:00:00,ENS/USD,22.698,22.698,22.698,22.698,0.0,0.0
1756893600000,2025-09-03 10:00:00,ENS/USD,22.368,22.698,22.368,22.698,0.477292,10.833573816
1756890000000,2025-09-03 09:00:00,ENS/USD,22.368,22.368,22.368,22.368,0.0,0.0
1756886400000,2025-09-03 08:00:00,ENS/USD,22.368,22.368,22.368,22.368,0.0,0.0
1756882800000,2025-09-03 07:00:00,ENS/USD,22.368,22.368,22.368,22.368,0.0,0.0
1756879200000,2025-09-03 06:00:00,ENS/USD,22.255,22.394,22.255,22.368,5.217997,116.716156896
1756875600000,2025-09-03 05:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756872000000,2025-09-03 04:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756868400000,2025-09-03 03:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756864800000,2025-09-03 02:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756861200000,2025-09-03 01:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756857600000,2025-09-03 00:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756854000000,2025-09-02 23:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756850400000,2025-09-02 22:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756846800000,2025-09-02 21:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756843200000,2025-09-02 20:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756839600000,2025-09-02 19:00:00,ENS/USD,22.255,22.255,22.255,22.255,0.0,0.0
1756836000000,2025-09-02 18:00:00,ENS/USD,22.2,22.255,22.2,22.255,3.891926,86.61481313
1756832400000,2025-09-02 17:00:00,ENS/USD,22.2,22.2,22.2,22.2,0.0,0.0
1756828800000,2025-09-02 16:00:00,ENS/USD,22.117,22.2,22.117,22.2,0.21965,4.8762300000000005
1756825200000,2025-09-02 15:00:00,ENS/USD,22.505,22.505,22.117,22.117,2.897852,64.091792684
1756821600000,2025-09-02 14:00:00,ENS/USD,22.505,22.505,22.505,22.505,0.0,0.0
1756818000000,2025-09-02 13:00:00,ENS/USD,22.505,22.505,22.505,22.505,0.0,0.0
1756814400000,2025-09-02 12:00:00,ENS/USD,22.505,22.505,22.505,22.505,0.0,0.0
1756810800000,2025-09-02 11:00:00,ENS/USD,22.505,22.505,22.505,22.505,0.0,0.0
1756807200000,2025-09-02 10:00:00,ENS/USD,22.505,22.505,22.505,22.505,0.0,0.0
1756803600000,2025-09-02 09:00:00,ENS/USD,22.492,22.505,22.492,22.505,0.14427,3.24679635
1756800000000,2025-09-02 08:00:00,ENS/USD,22.492,22.492,22.492,22.492,0.0,0.0
1756796400000,2025-09-02 07:00:00,ENS/USD,22.492,22.492,22.492,22.492,0.0,0.0
1756792800000,2025-09-02 06:00:00,ENS/USD,22.105,22.492,22.105,22.492,0.216797,4.876198124
1756789200000,2025-09-02 05:00:00,ENS/USD,22.105,22.105,22.105,22.105,0.0,0.0
1756785600000,2025-09-02 04:00:00,ENS/USD,22.105,22.105,22.105,22.105,0.0,0.0
1756782000000,2025-09-02 03:00:00,ENS/USD,22.105,22.105,22.105,22.105,0.0,0.0
1756778400000,2025-09-02 02:00:00,ENS/USD,22.158,22.158,22.105,22.105,3.216394,71.09838937
1756774800000,2025-09-02 01:00:00,ENS/USD,21.852,22.158,21.852,22.158,1.765687,39.124092546
1756771200000,2025-09-02 00:00:00,ENS/USD,21.852,21.852,21.852,21.852,0.0,0.0
1756767600000,2025-09-01 23:00:00,ENS/USD,21.734,21.852,21.734,21.852,3.474902,75.933558504
1756764000000,2025-09-01 22:00:00,ENS/USD,21.633,21.734,21.633,21.734,6.985781,151.82896425400003
1756760400000,2025-09-01 21:00:00,ENS/USD,21.933,21.933,21.578,21.633,1.609525,34.818854325000004
1756756800000,2025-09-01 20:00:00,ENS/USD,21.933,21.933,21.933,21.933,0.0,0.0
1756753200000,2025-09-01 19:00:00,ENS/USD,21.933,21.933,21.933,21.933,0.0,0.0
1756749600000,2025-09-01 18:00:00,ENS/USD,21.933,21.933,21.933,21.933,0.0,0.0
1756746000000,2025-09-01 17:00:00,ENS/USD,22.276,22.276,21.933,21.933,1.110034,24.346375721999998
1756742400000,2025-09-01 16:00:00,ENS/USD,22.276,22.276,22.276,22.276,0.0,0.0
1756738800000,2025-09-01 15:00:00,ENS/USD,22.427,22.427,22.276,22.276,0.218898,4.876171848
1756735200000,2025-09-01 14:00:00,ENS/USD,22.427,22.427,22.427,22.427,0.0,0.0
1756731600000,2025-09-01 13:00:00,ENS/USD,22.923,22.923,22.427,22.427,1.087188,24.382365276
1756728000000,2025-09-01 12:00:00,ENS/USD,22.923,22.923,22.923,22.923,0.0,0.0
1756724400000,2025-09-01 11:00:00,ENS/USD,22.923,22.923,22.923,22.923,0.0,0.0
1756720800000,2025-09-01 10:00:00,ENS/USD,22.923,22.923,22.923,22.923,0.0,0.0
1756717200000,2025-09-01 09:00:00,ENS/USD,22.923,22.923,22.923,22.923,0.0,0.0
1756713600000,2025-09-01 08:00:00,ENS/USD,22.559,22.923,22.559,22.923,0.851205,19.512172215
1756710000000,2025-09-01 07:00:00,ENS/USD,22.037,22.559,22.037,22.559,25.288319,570.479188321
1756706400000,2025-09-01 06:00:00,ENS/USD,21.852,22.037,21.852,22.037,0.488319,10.761085803
1756702800000,2025-09-01 05:00:00,ENS/USD,22.0,22.0,21.852,21.852,0.488319,10.670746788
1756699200000,2025-09-01 04:00:00,ENS/USD,22.0,22.0,22.0,22.0,0.0,0.0
1756695600000,2025-09-01 03:00:00,ENS/USD,22.0,22.0,22.0,22.0,0.0,0.0
1756692000000,2025-09-01 02:00:00,ENS/USD,22.389,22.389,22.0,22.0,0.72,15.84
1756688400000,2025-09-01 01:00:00,ENS/USD,22.627,22.627,22.383,22.389,0.437852,9.803068428
1756684800000,2025-09-01 00:00:00,ENS/USD,22.627,22.627,22.627,22.627,0.0,0.0
1756681200000,2025-08-31 23:00:00,ENS/USD,22.693,22.693,22.627,22.627,27.893689,631.1505010029999
1756677600000,2025-08-31 22:00:00,ENS/USD,22.693,22.693,22.693,22.693,0.0,0.0
1756674000000,2025-08-31 21:00:00,ENS/USD,22.742,22.742,22.693,22.693,4.815598,109.280365414
1756670400000,2025-08-31 20:00:00,ENS/USD,22.742,22.742,22.742,22.742,0.0,0.0
1756666800000,2025-08-31 19:00:00,ENS/USD,22.742,22.742,22.742,22.742,0.0,0.0
1756663200000,2025-08-31 18:00:00,ENS/USD,22.775,22.775,22.742,22.742,28.610122,650.651394524
1756659600000,2025-08-31 17:00:00,ENS/USD,22.764,22.775,22.764,22.775,1.915576,43.6272434
1756656000000,2025-08-31 16:00:00,ENS/USD,22.764,22.764,22.764,22.764,0.0,0.0
1756652400000,2025-08-31 15:00:00,ENS/USD,22.53,22.764,22.53,22.764,4.502281,102.489924684
1756648800000,2025-08-31 14:00:00,ENS/USD,23.587,23.587,22.117,22.53,6.081365,137.01315345
1756645200000,2025-08-31 13:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756641600000,2025-08-31 12:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756638000000,2025-08-31 11:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756634400000,2025-08-31 10:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756630800000,2025-08-31 09:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756627200000,2025-08-31 08:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756623600000,2025-08-31 07:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756620000000,2025-08-31 06:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756616400000,2025-08-31 05:00:00,ENS/USD,23.587,23.587,23.587,23.587,0.0,0.0
1756612800000,2025-08-31 04:00:00,ENS/USD,23.645,23.645,23.587,23.587,1.654031,39.013629197
1756609200000,2025-08-31 03:00:00,ENS/USD,23.645,23.645,23.645,23.645,0.0,0.0
1756605600000,2025-08-31 02:00:00,ENS/USD,23.645,23.645,23.645,23.645,0.0,0.0
1756602000000,2025-08-31 01:00:00,ENS/USD,23.08,23.645,23.08,23.645,0.24761,5.85473845
1756598400000,2025-08-31 00:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
1756594800000,2025-08-30 23:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
1756591200000,2025-08-30 22:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
1756587600000,2025-08-30 21:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
1756584000000,2025-08-30 20:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
1756580400000,2025-08-30 19:00:00,ENS/USD,23.08,23.08,23.08,23.08,0.0,0.0
